datetime,date,hour,total emojis,average emojis,total score,average scores,average body length
2013-02-25T05,2013-02-25,05,6892,1.4278019473793246,33513,6.942821628340584,164.3409985498239
2013-02-25T18,2013-02-25,18,4970,1.6916269571136828,12674,4.313818924438394,173.19911504424778
2013-02-19T19,2013-02-19,19,3428,1.4556263269639065,8325,3.535031847133758,167.90148619957537
2013-02-20T18,2013-02-20,18,4195,1.3799342105263157,13675,4.498355263157895,164.0871710526316
2013-02-09T17,2013-02-09,17,4162,1.279041180086048,19630,6.032575291948371,158.06146281499693
2013-02-09T05,2013-02-09,05,8919,1.5282727895819055,26848,4.6004112405757365,168.33995887594241
2013-02-06T11,2013-02-06,11,6651,1.2783009802037286,23226,4.463963098212569,160.16471266576974
2013-02-15T15,2013-02-15,15,7130,1.438079870915692,18675,3.766639774102461,143.9762000806777
2013-02-11T05,2013-02-11,05,6503,1.3287699223539027,30066,6.143440948099714,163.56027789129547
2013-02-16T16,2013-02-16,16,4217,1.1795804195804196,17168,4.8022377622377626,154.17314685314685
2013-02-14T05,2013-02-14,05,8059,1.42284604519774,31658,5.58933615819209,175.25158898305085
2013-02-14T01,2013-02-14,01,6459,1.7466197944835047,21563,5.83098972417523,184.717414818821
2013-02-09T14,2013-02-09,14,5656,1.3208780943484353,20768,4.85007006071929,144.41312470808035
2013-02-14T14,2013-02-14,14,7486,1.4806170886075949,23313,4.6109572784810124,157.47151898734177
2013-02-16T22,2013-02-16,22,3202,2.057840616966581,7812,5.020565552699229,151.7969151670951
2013-02-23T06,2013-02-23,06,8960,1.5261454607392266,26216,4.465338102537898,171.6383920967467
2013-02-06T03,2013-02-06,03,6563,1.3019242213846458,27586,5.472326919262051,178.48502281293395
2013-02-23T02,2013-02-23,02,7225,1.565207972270364,34659,7.508448873483536,170.29419410745234
2013-02-15T05,2013-02-15,05,8441,1.5568056067871634,38770,7.150497971228329,178.3862043526374
2013-02-04T22,2013-02-04,22,1638,1.0117356392835084,8918,5.508338480543546,166.41815935762816
2013-02-13T07,2013-02-13,07,9109,1.5732297063903282,30219,5.219170984455959,177.51640759930916
2013-02-19T03,2013-02-19,03,8839,1.8698963401734716,41217,8.719483816374021,185.9805373386926
2013-02-09T16,2013-02-09,16,4660,1.25235151840903,22946,6.166621875839828,165.3520558989519
2013-02-02T02,2013-02-02,02,6848,1.5326768128916741,24478,5.47851387645479,175.31915846016113
2013-02-20T08,2013-02-20,08,8814,1.4227602905569008,40951,6.610330912025828,165.05827280064568
2013-02-16T18,2013-02-16,18,4348,1.6859247770453665,11029,4.2764637456378445,174.283055447848
2013-02-07T06,2013-02-07,06,10067,1.669762813070161,46963,7.789517332891027,175.3483164703931
2013-02-01T14,2013-02-01,14,6920,1.367318711717052,24558,4.852400711321873,150.41078838174275
2013-02-02T18,2013-02-02,18,3455,1.2853422619047619,10299,3.8314732142857144,162.01599702380952
2013-02-28T01,2013-02-28,01,4780,1.2396265560165975,23055,5.97899377593361,168.99870331950208
2013-02-12T07,2013-02-12,07,9669,1.6363174818074124,32788,5.548823828058893,170.40362159417836
2013-02-14T13,2013-02-14,13,7304,1.4065087617947236,22671,4.365684575389948,151.4425187752744
2013-02-17T10,2013-02-17,10,5893,1.4345180136319378,22274,5.422103213242454,163.56353456669913
2013-02-24T01,2013-02-24,01,3769,1.5252934034803722,15103,6.11210036422501,163.73168757588022
2013-02-07T01,2013-02-07,01,5330,1.4448359989156954,21267,5.764976958525345,169.05909460558416
2013-02-25T20,2013-02-25,20,3074,1.6518001074691027,11666,6.2686727565824825,187.7178936055884
2013-02-07T15,2013-02-07,15,7449,1.4724253805099823,25514,5.043289187586479,163.12532120972523
2013-02-16T17,2013-02-16,17,3710,1.1856823266219239,15901,5.081815276446149,150.54234579737934
2013-02-13T17,2013-02-13,17,6557,1.643770368513412,14462,3.6254700426171973,165.22085735773376
2013-03-01T05,2013-03-01,05,9534,1.6676578625153051,32350,5.6585621829630925,173.94262725205527
2013-02-17T06,2013-02-17,06,5559,1.3437273386511965,27235,6.583272903069857,160.12472806381436
2013-02-03T20,2013-02-03,20,2425,1.2173694779116466,10258,5.149598393574297,160.36495983935743
2013-02-21T12,2013-02-21,12,7131,1.2561211907697727,28576,5.033644530561917,144.41606482296987
2013-02-26T23,2013-02-26,23,3690,1.6942148760330578,8396,3.854912764003673,166.4912764003673
2013-02-16T04,2013-02-16,04,7078,1.3826919320179722,35465,6.928110959171713,163.53780035163118
2013-02-15T04,2013-02-15,04,7612,1.387279023145617,39084,7.123018042646255,173.65154000364498
2013-02-11T07,2013-02-11,07,7451,1.5058609539207761,23299,4.708771220695231,164.70836701697655
2013-02-20T07,2013-02-20,07,9054,1.4650485436893204,34761,5.624757281553398,169.37087378640777
2013-02-20T15,2013-02-20,15,8473,1.5084564714260282,28413,5.0583941605839415,150.08687911696634
2013-02-13T04,2013-02-13,04,9076,1.7028142589118198,29097,5.459099437148217,178.85046904315197
2013-02-12T13,2013-02-12,13,8212,1.5656816015252621,20371,3.8838894184938035,148.42478551000954
2013-02-15T11,2013-02-15,11,6249,1.2649797570850203,23825,4.8228744939271255,148.20141700404858
2013-02-02T15,2013-02-02,15,7303,1.8198355345128332,17690,4.408173436331921,159.53924744580115
2013-02-28T19,2013-02-28,19,3698,1.5837259100642398,8185,3.5053533190578157,166.07066381156318
2013-02-01T18,2013-02-01,18,4351,1.5489498042007832,17230,6.133855464578142,163.05446778212888
2013-02-04T20,2013-02-04,20,2368,1.3025302530253025,9018,4.96039603960396,173.16171617161717
2013-02-16T23,2013-02-16,23,2001,1.2884739214423695,7024,4.522858982614295,170.8718609143593
2013-02-19T21,2013-02-19,21,2666,1.5935445307830245,5776,3.452480573819486,177.1326957561267
2013-02-20T10,2013-02-20,10,6775,1.2454044117647058,26550,4.880514705882353,167.46360294117648
2013-03-01T08,2013-03-01,08,6960,1.1782630777044185,42658,7.221601489757914,167.84865413915693
2013-02-25T04,2013-02-25,04,6472,1.5040669300488032,45758,10.633976295607715,168.17034627004415
2013-02-23T17,2013-02-23,17,3951,1.2542857142857142,14945,4.7444444444444445,153.83428571428573
2013-02-22T05,2013-02-22,05,9266,1.5806891845786422,38634,6.590583418628454,175.57420675537358
2013-02-01T13,2013-02-01,13,7094,1.3543337151584574,24081,4.597365406643757,151.87838869797633
2013-02-01T23,2013-02-01,23,2652,1.2768415984593162,15069,7.255175734232066,153.90900337024556
2013-02-28T10,2013-02-28,10,7634,1.355228120007101,30361,5.389845552991301,162.92543937511095
2013-02-20T22,2013-02-20,22,2311,1.398064125831821,8453,5.11373260738052,167.26073805202662
2013-02-27T07,2013-02-27,07,9179,1.5372634399598057,41620,6.970356724166806,174.67911572600903
2013-02-05T09,2013-02-05,09,7302,1.3043944265809218,32382,5.784565916398714,167.41854233654877
2013-02-25T14,2013-02-25,14,6356,1.20196671709531,33284,6.294251134644478,146.2891452344932
2013-02-28T18,2013-02-28,18,4924,1.6490288010716678,11007,3.686202277294039,165.8415941058272
2013-02-20T12,2013-02-20,12,9539,1.8073133762788935,27533,5.216559302766199,160.79461917392953
2013-02-20T01,2013-02-20,01,4396,1.2327537857543467,27936,7.833987661245093,179.94054963544588
2013-02-18T12,2013-02-18,12,7589,1.5869928900041823,29096,6.0844834797156,159.51986616478462
2013-02-02T09,2013-02-02,09,6847,1.266321435176623,29142,5.389680044386906,152.30571481412983
2013-02-11T16,2013-02-11,16,6472,1.3605213369770863,20855,4.384065587555182,156.96993903720832
2013-02-17T08,2013-02-17,08,5692,1.3568533969010728,22263,5.307032181168057,158.4750893921335
2013-02-01T11,2013-02-01,11,7827,1.4518642181413466,26985,5.005564830272677,164.50881098126507
2013-02-04T04,2013-02-04,04,5752,1.1835390946502058,39349,8.096502057613169,148.55679012345678
2013-02-28T02,2013-02-28,02,6524,1.4118156243237394,27582,5.9688379138714565,173.47002813243887
2013-02-25T09,2013-02-25,09,7159,1.4803556658395367,27407,5.667287014061207,153.00537634408602
2013-02-19T14,2013-02-19,14,7313,1.2818580192813323,29269,5.130411919368974,153.605083260298
2013-02-03T07,2013-02-03,07,6446,1.5156360216317892,29155,6.8551610627792146,167.7023277686339
2013-02-05T14,2013-02-05,14,7829,1.3990350250178698,28292,5.055754110078627,147.90403859899928
2013-02-20T20,2013-02-20,20,3247,1.8231330713082539,5530,3.1049971925884337,168.46827624929816
2013-02-19T01,2013-02-19,01,4064,1.2504615384615385,16742,5.1513846153846155,174.29015384615386
2013-02-06T13,2013-02-06,13,6608,1.1904161412358134,26402,4.756260133309314,148.37002341920376
2013-02-24T17,2013-02-24,17,4854,1.3431101272827892,15541,4.300221361372441,147.69147758716105
2013-02-26T06,2013-02-26,06,8141,1.4493501869325263,42617,7.587146163432437,170.10307993590885
2013-02-20T23,2013-02-20,23,2858,1.398923152227117,11257,5.510034263338228,160.44346549192363
2013-02-22T11,2013-02-22,11,7319,1.331211349581666,28820,5.241906147690069,153.59003273917787
2013-02-14T21,2013-02-14,21,3838,2.1274944567627494,11651,6.458425720620842,183.57538802660753
2013-02-23T23,2013-02-23,23,1996,1.3432032301480485,5907,3.975100942126514,156.83310901749664
2013-02-10T01,2013-02-10,01,3685,1.4542225730071034,12266,4.8405682715074985,146.6878453038674
2013-02-05T03,2013-02-05,03,7071,1.5003182686187142,32984,6.998514746446,185.8665393592192
2013-02-22T09,2013-02-22,09,9540,1.5807787903893953,38357,6.355758077879039,163.30903065451534
2013-02-17T09,2013-02-17,09,8809,2.090909090909091,21075,5.002373605506765,165.92902919534774
2013-02-05T00,2013-02-05,00,2923,1.1805331179321485,14645,5.914781906300485,164.98061389337641
2013-02-13T06,2013-02-13,06,8147,1.4556012149365731,30973,5.533857423619796,177.66285510094693
2013-03-01T09,2013-03-01,09,7887,1.400390625,30442,5.405184659090909,163.77503551136363
2013-02-03T10,2013-02-03,10,6429,1.5,23136,5.398040130657956,157.17918805412972
2013-02-11T01,2013-02-11,01,3490,1.483212919677008,20165,8.569910752231195,162.90650233744157
2013-03-01T00,2013-03-01,00,4004,1.4078762306610408,17376,6.109704641350211,168.7907876230661
2013-02-07T23,2013-02-07,23,2924,1.4767676767676767,10971,5.540909090909091,173.38181818181818
2013-02-03T23,2013-02-03,23,1860,1.2644459551325629,7767,5.280081577158396,161.9544527532291
